src,ams,blr,ord,dfw,del,fra,hnl,jnb,lhr,lax,mad,man,mel,mex,mia,mxp,bom,itm,cdg,scl,sao,sea,icn,sjc,sgp,sto,syd,tlv,nrt,yto
sao,0.026755852842809364,0.4080267558528428,0.026755852842809364,0.11371237458193979,0.12709030100334448,0.013377926421404682,0.0,0.06020066889632107,0.06688963210702341,0.05351170568561873,0.006688963210702341,0.1605351170568562,0.06354515050167224,0.0802675585284281,0.20735785953177258,0.35785953177257523,0.013377926421404682,0.1806020066889632,0.0,0.046488294314379106,0.021648829431438126,0.27759197324414714,0.862876254180602,0.1939799331103679,4.832214765100671,0.28762541806020064,0.0,0.15384615384615385,0.03678929765886288,0.2140468227424749
sea,0.06020066889632107,0.24749163879598662,0.05351170568561949,0.10468227424748969,0.0,0.006688963210702341,0.050167224080266415,0.006688963210702341,0.06688963210702341,0.06321070234113632,0.020066889632107024,0.0,0.020066889632107024,0.05953177257524907,0.272909698996655,0.0,0.0,0.14481605351170776,0.0,0.006688963210702341,0.2709030100334448,0.010899665551839464,0.033444816053511704,0.053177257525082906,0.006688963210702341,0.026755852842809364,0.020066889632107024,0.020066889632107024,0.08561872909699195,0.06889632107023495
icn,0.006688963210702341,0.40468227424749165,0.18729096989966554,0.17391304347826086,0.013377926421404682,0.026755852842809364,0.2508361204013378,0.13377926421404682,0.043478260869565216,0.0,0.2842809364548495,0.0,0.026755852842809364,0.0,0.020066889632107024,0.0,0.0,0.0675585284280928,0.0,0.6822742474916388,0.7324414715719063,0.006688963210702341,0.016695652173913042,0.013377926421404682,0.06354515050167148,0.006688963210702341,0.0,0.5117056856187291,0.06655518394648766,0.0
sjc,0.006688963210702341,0.14046822742474915,0.05685618729096954,0.07123745819398047,0.020066889632107024,0.09364548494983277,0.05250836120401412,0.013377926421404682,0.026755852842809364,0.05334448160535125,0.3010033444816054,0.0,0.013377926421404682,0.05919732441471566,0.34481605351170524,0.0,0.16722408026755853,0.17391304347826086,0.0,0.0,0.38127090301003347,0.057190635451504344,0.013377926421404682,0.007494983277591974,0.06020066889632107,0.026755852842809364,0.0,0.4682274247491639,0.10702341137123746,0.06555183946488255
sgp,0.0,0.13110367892976504,0.24414715719063546,0.20735785953177258,0.06220735785953033,0.013377926421404682,0.06354515050167224,0.020066889632107024,0.026755852842809364,0.006688963210702341,0.020066889632107024,0.006688963210702341,0.020066889632107024,0.013377926421404682,0.2140468227424749,0.0,0.1464882943143818,0.12341137123745755,0.06020066889632107,0.026755852842809364,4.765886287625418,0.006688963210702341,0.06321070234113624,0.020066889632107024,0.021424749163879597,0.013377926421404682,0.013377926421404682,0.013377926421404682,0.35953177257525043,0.006688963210702341
sto,0.03846153846153875,0.09364548494983277,0.006688963210702341,0.033444816053511704,0.0,0.0698996655518396,0.0,0.0,0.06688963210702381,0.0,0.053846153846153495,0.031103678929766232,0.05351170568561873,0.0,0.3110367892976589,0.014046822742475117,0.0,0.026755852842809364,0.04113712374581914,0.0,0.2608695652173913,0.046822742474916385,0.026755852842809364,0.026755852842809364,0.013377926421404682,0.00805685618729097,0.13377926421404682,0.17926421404682397,0.7224080267558528,0.12374581939799331
syd,0.38127090301003347,13.432142857142857,0.013377926421404682,0.026755852842809364,12.975862068965517,0.07357859531772576,0.0,0.14046822742474915,0.026755852842809364,0.34782608695652173,0.0,0.4882943143812709,0.05652173913043498,0.0,0.0,0.12040133779264214,13.723776223776223,0.10033444816053512,0.0,14.248299319727892,0.0,0.0,0.0,0.0,0.013377926421404682,0.18729096989966554,0.008986622073578596,0.04013377926421405,0.05351170568561873,0.006688963210702341
tlv,0.16755852842809416,0.05351170568561873,0.411371237458194,0.026755852842809364,0.2140468227424749,0.2073825503355695,0.05351170568561873,0.006688963210702341,0.15050167224080382,0.026755852842809364,0.13076923076922986,0.15016722408026814,0.06020066889632107,0.0,0.3010033444816054,0.11806020066889533,0.06020066889632107,0.043478260869565216,0.14381270903009874,0.44816053511705684,0.020066889632107024,0.026755852842809364,0.4280936454849498,0.4782608695652174,0.026755852842809364,0.20836120401337996,0.013377926421404682,0.01288294314381271,0.046822742474916385,0.3377926421404682
nrt,0.06020066889632107,0.12751677852348994,0.16722408026755853,0.07692307692307693,0.6555183946488294,0.09364548494983277,0.07357859531772576,0.07357859531772576,0.05016722408026756,0.09498327759197621,0.06688963210702341,0.026755852842809364,0.3712374581939799,0.05351170568561873,0.48494983277591974,0.15384615384615385,0.26755852842809363,0.4627759197324414,0.043478260869565216,0.0,0.030100334448160536,0.0729096989966585,0.07190635451504956,0.0802675585284281,0.40100334448160446,0.8260869565217391,0.06688963210702341,0.10033444816053512,0.010993311036789298,0.0
yto,0.0642140468227393,0.22073578595317725,0.06521739130434759,0.09328859060402672,0.026755852842809364,0.033444816053511704,0.0,0.3612040133779264,0.0765886287625424,0.06622073578595317,0.0,0.04013377926421405,0.07692307692307693,0.07725752508361221,0.2745819397993311,0.020066889632107024,0.26755852842809363,0.26421404682274247,0.06588628762542063,0.0,0.20066889632107024,0.08093645484949938,0.006688963210702341,0.06688963210702353,0.0,0.16722408026755853,0.006688963210702341,0.38461538461538464,0.0802675585284281,0.0032675585284280937
