src,ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,mxp,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto
icn,275.48,180.95,121.01,120.0,267.9866666666667,141.04666666666665,165.00666666666666,181.0,272.0933333333333,183.0,0.05510333333333333,37.312999999999995,270.0,138.00333333333333,266.01666666666665,272.0133333333333,254.30333333333334,154.01333333333332,168.96333333333334,204.01666666666668,261.0233333333333,31.463,170.58,304.49,339.84300341296927,122.53333333333333,91.554,141.08666666666667,300.00333333333333,143.09333333333333,304.52,252.55666666666667,174.17333333333335
itm,231.03,167.03333333333333,114.49666666666667,137.30666666666667,233.74,153.06333333333333,147.03,168.07,238.31,151.82333333333332,37.28933333333333,0.05538333333333333,247.54333333333332,103.0,228.0,225.00333333333333,234.0,119.08666666666667,147.0,173.1,218.05666666666667,7.740066666666666,160.00333333333333,298.9433333333333,264.1433333333333,97.712,74.78933333333333,112.16333333333333,255.14666666666668,172.00333333333333,250.02333333333334,256.06666666666666,165.08666666666667
jnb,174.01666666666668,276.54333333333335,302.03333333333336,282.0,165.09333333333333,304.73333333333335,292.2133333333333,251.0,195.15333333333334,353.62333333333333,270.0,247.45,0.04579333333333333,319.0733333333333,173.01,181.04666666666665,177.03666666666666,346.04333333333335,314.00666666666666,281.01,185.09,243.03,260.06666666666666,345.00666666666666,363.3666666666667,336.10333333333335,175.06,318.0,185.0,324.13,230.05666666666667,202.0,253.00333333333333
lax,134.04666666666665,48.39033333333333,246.34965034965035,264.0173611111111,129.11,278.0,32.938,58.123000000000005,138.12333333333333,54.459666666666664,138.0,103.0,319.03333333333336,0.035386666666666663,130.01,168.00333333333333,146.01003344481606,150.0,51.792,62.23533333333334,172.00333333333333,98.18733333333333,54.226,178.03,139.0,24.825,165.26333333333332,8.1959,156.33,138.60666666666665,199.08666666666667,181.36333333333334,64.873
lhr,6.622333333333334,89.998,240.00333333333333,115.36,7.716622073578596,143.0,113.01666666666667,72.37,10.906666666666666,175.02333333333334,266.00333333333333,228.06333333333333,173.00333333333333,130.00666666666666,0.03673333333333333,29.377666666666666,7.780966666666667,281.91,134.95666666666668,102.1,25.396666666666665,226.27333333333334,96.18366666666667,186.00333333333333,191.00333333333333,137.98333333333332,171.03,136.04,29.285333333333334,272.03,64.487,28.665333333333333,92.52466666666666
mad,31.735333333333333,117.65666666666667,150.45333333333335,128.0,23.026421404682274,154.99333333333334,144.0,91.25633333333333,30.913,190.0,272.0,225.06,181.03666666666666,168.00333333333333,29.368333333333332,0.034743333333333334,38.035666666666664,287.00333333333333,168.00333333333333,129.44,21.317,251.00333333333333,123.71333333333334,205.00333333333333,224.18,147.23666666666668,162.11333333333334,144.23333333333332,51.687000000000005,275.1533333333333,61.518,46.50866666666667,132.18
man,14.464333333333334,108.0,185.09333333333333,169.0,14.248333333333333,193.12,116.00333333333333,82.332,21.985666666666667,180.0,254.28333333333333,234.03333333333333,177.00666666666666,146.0,7.7673,38.019,0.020796666666666668,274.00333333333333,154.91666666666666,107.88,30.189333333333334,245.0,92.62633333333333,189.24333333333334,216.01666666666668,132.0,169.09333333333333,134.0,36.12566666666667,262.02,68.79366666666667,33.744,102.03333333333333
mel,287.04,202.01,187.0,185.1,282.00333333333333,206.04333333333332,181.03,201.06333333333333,292.01666666666665,199.0,154.0,119.15333333333334,346.0,150.0,281.9533333333333,287.01666666666665,274.0,0.04796333333333333,216.05666666666667,216.10333333333332,289.05,117.53333333333333,208.0,326.0,300.27666666666664,181.0,190.00333333333333,164.02,311.00666666666666,11.159333333333333,345.03,294.0,216.0
mex,159.02333333333334,49.91266666666667,290.1,274.0,150.05333333333334,297.07,28.556,65.39566666666667,149.0,106.00666666666666,168.77,147.08,314.06666666666666,51.77333333333333,134.9,168.0,154.78333333333333,216.14333333333335,0.03712666666666667,72.816,166.0,160.0,43.666333333333334,156.78,179.01666666666668,79.53399999999999,215.04,48.31666666666666,171.0,188.59666666666666,200.34333333333333,169.04,54.013
mia,107.05333333333333,12.967333333333334,267.01666666666665,259.0133333333333,106.08333333333333,280.78,28.051666666666666,32.81366666666666,114.11666666666666,112.02333333333333,204.01333333333332,173.08333333333334,281.01666666666665,62.093333333333334,103.00333333333333,129.48666666666668,107.91333333333333,216.12,72.84033333333333,0.031760000000000004,124.02666666666667,166.39666666666668,51.040333333333336,111.07666666666667,99.13033333333333,91.29,266.0933333333333,74.70566666666667,131.14333333333335,205.01666666666668,167.01333333333332,138.00333333333333,60.47933333333333
mxp,28.233666666666668,121.0,140.07,121.0,17.322,146.01666666666668,135.0,92.409,9.433433333333333,192.0,260.9433333333333,218.15666666666667,185.01,172.00333333333333,25.337333333333333,21.315,30.18,289.07,166.0,124.04333333333334,0.01435,234.0,112.92,221.26666666666668,220.00666666666666,146.90333333333334,152.09666666666666,146.00333333333333,30.406666666666666,277.08,46.994,26.427,125.55
nrt,236.03,147.0,113.17,135.0,239.02666666666667,142.0,136.0,147.57,243.01333333333332,150.0,31.40533333333333,7.9366,243.08,98.13766666666666,227.83,251.02,245.0,117.77666666666667,160.0,166.41666666666666,234.0,0.03194333333333333,134.42,264.24666666666667,256.0,89.374,66.278,104.52,266.3,106.00333333333333,284.89666666666665,263.0,147.05
ord,107.02666666666667,33.519666666666666,243.07333333333332,236.31,98.0371237458194,258.0,21.839333333333332,18.516000000000002,105.00333333333333,89.789,170.33666666666667,160.01,260.0366666666667,54.20633333333333,95.90666666666667,124.0,92.60933333333332,208.0,43.655,51.039,112.88666666666667,134.37,0.06498333333333334,129.09666666666666,132.00333333333333,41.961,253.99666666666667,51.175666666666665,123.64,197.0,150.15,113.0,13.081
sao,188.85,123.07,310.06666666666666,262.07,183.24333333333334,290.02,147.11,108.01333333333334,193.19333333333333,216.0,304.3433333333333,298.91,345.0466666666667,178.00333333333333,186.11333333333334,205.00333333333333,189.01333333333332,328.93666666666667,156.66666666666666,111.00666666666666,221.49666666666667,264.14,129.02333333333334,0.05165666666666667,48.20633333333333,170.54333333333332,370.3433333333333,181.0,209.94333333333333,316.99666666666667,246.11666666666667,209.0,131.0
scl,198.0,114.06666666666666,315.02,301.0,214.03666666666666,320.07,130.0,122.0,198.00333333333333,191.0,321.679180887372,264.22333333333336,363.03333333333336,139.0,191.0,224.25666666666666,216.00333333333333,300.36333333333334,179.0,99.17033333333333,220.00666666666666,256.0,132.02333333333334,48.18566666666667,0.019096666666666668,160.01333333333332,323.66333333333336,148.0,212.00666666666666,320.03333333333336,250.58666666666667,222.00333333333333,143.0
sea,150.01333333333332,74.53033333333333,233.01,238.0,137.05333333333334,264.01666666666665,64.44733333333333,57.14533333333333,145.13,65.07,122.43,97.72833333333334,336.0833333333333,24.828,137.99333333333334,147.24333333333334,132.0,181.01,79.54066666666667,91.275,146.98333333333332,89.38900000000001,41.986333333333334,170.83,160.00666666666666,0.03302666666666667,177.12666666666667,18.637,162.01333333333332,169.01,186.02666666666667,158.99666666666667,52.958
sgp,168.11333333333334,240.03333333333333,39.30533333333334,59.31966666666666,153.55333333333334,68.739,189.31103678929765,233.05333333333334,153.05666666666667,222.59,91.51033333333334,74.77333333333334,175.09,165.17391304347825,171.03,162.17666666666668,169.13,190.01,215.12666666666667,266.15,152.08333333333334,66.24414715719064,254.02333333333334,370.41,323.87666666666667,177.06333333333333,0.06464666666666667,174.11,185.00666666666666,137.01,231.93666666666667,170.99333333333334,218.10666666666665
sjc,145.90333333333334,63.37466666666666,227.0,239.68666666666667,138.0334448160535,254.00333333333333,47.919333333333334,67.30766666666666,143.12,47.571666666666665,141.02,112.08666666666667,318.02,8.0219,135.24666666666667,144.45333333333335,134.0,164.00666666666666,48.352,74.72966666666667,146.00333333333333,104.61,51.216,181.0,148.0,18.634666666666668,174.09666666666666,0.028086666666666666,162.01333333333332,152.10333333333332,202.8,151.26,61.836
sto,25.02766666666667,117.12,326.05,181.0,25.593666666666667,218.0,139.01666666666668,101.36333333333333,17.802333333333333,197.0,300.0133333333333,255.08666666666667,185.0,157.0,29.054666666666666,51.67366666666667,36.126666666666665,311.0133333333333,171.0,131.18,30.409333333333333,266.05333333333334,123.00333333333333,210.07,212.0,162.02333333333334,185.00666666666666,162.01666666666668,0.03675,297.06666666666666,74.755,29.41133333333333,119.06666666666666
syd,276.05,191.00333333333333,273.49642857142857,284.681660899654,273.0903010033445,312.63380281690144,167.0,201.0,281.02666666666664,187.01333333333332,143.0,172.05333333333334,324.07666666666665,138.46333333333334,272.00333333333333,275.0466666666667,262.0,11.184333333333333,188.6,205.00666666666666,277.0733333333333,106.03,197.01333333333332,317.00333333333333,320.04333333333335,169.0,137.05,152.07333333333332,297.0933333333333,0.05608666666666667,348.79333333333335,293.0,207.96333333333334
tlv,62.63355704697987,168.00675675675674,247.01666666666668,228.9866220735786,51.952666666666666,252.0,175.0,139.0133779264214,55.483946488294315,250.02333333333334,310.05016722408027,250.03,230.00333333333333,199.03367003367003,64.43879598662207,61.48866666666667,68.773,345.03,200.32666666666665,167.02333333333334,46.991,284.87333333333333,150.14333333333335,246.05666666666667,250.561872909699,186.02666666666667,231.9,202.72666666666666,74.75233333333334,348.7633333333333,0.030233333333333334,73.02433333333333,155.09
waw,20.492333333333335,124.00671140939598,190.0,188.93666666666667,26.836,213.01333333333332,151.08666666666667,103.4,17.875666666666667,197.0,252.75,256.0566666666667,202.0,181.19333333333333,28.62,46.47966666666667,33.74133333333334,294.0,169.02333333333334,138.01333333333332,26.416666666666664,263.0,113.0,209.0,222.0,158.98666666666668,170.99,151.24,29.408666666666665,293.00333333333333,72.97666666666667,0.03491333333333333,129.0
yto,94.04033333333334,43.005,270.00333333333333,246.20333333333335,89.799,278.0,30.16,19.928666666666665,100.01666666666667,101.0,174.02,165.16666666666666,253.0,64.81566666666667,92.478,135.0,102.0,216.67,53.989,60.474333333333334,125.54666666666667,147.01,13.060666666666666,130.98666666666668,143.00333333333333,52.96366666666667,218.05666666666667,61.812,119.10333333333334,207.99333333333334,155.11333333333334,129.0,0.015673333333333334
